Page.Name,Page.Category,Page.Admin.Top.Country,Page.Description,Page.Created,Likes.at.Posting,Followers.at.Posting,Post.Created,Post.Created.Date,Post.Created.Time,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Total.Views,Video.Length,URL,Message
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,824247,843169,2020-07-07 00:00:45 AEST,2020-07-07,00:00:45,Native Video,208,1,62,24,1,0,0,0,2,6809,00:00:57,https://www.facebook.com/126297030950/posts/10157103667435951,"Since the height of the West African Ebola epidemic in 2014—the worst outbreak in the disease’s history—Johnson & Johnson has worked to accelerate efforts to develop an Ebola vaccine. The Company has now received the first approval of its Ebola vaccine regimen from the Marketing Authorization from the European Commission, which is the executive arm of the European Union. Discover the steps that J&J has taken toward enabling broader access to its vaccine regimen for the people who need it most, and the lessons learned from the vaccine’s development that could help in the fight against COVID-19: https://bit.ly/2Bkga4b:=:https://www.jnj.com/latest-news/latest-facts-about-johnson-johnson-ebola-vaccine"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,824274,843187,2020-07-05 00:05:58 AEST,2020-07-05,00:05:58,Native Video,307,16,61,58,0,1,0,2,14,7138,00:01:00,https://www.facebook.com/126297030950/posts/10157097867880951,"Everyone has an important role to play in the fight to end racism and injustice in America. As part of this fight, Johnson & Johnson has committed $10 million—a pledge that will span the next three years. Discover ways you can educate yourself and support the Black community from our partner Love Has No Labels: www.lovehasnolabels.com:=:https://lovehasnolabels.com/"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,824246,843144,2020-07-03 03:00:01 AEST,2020-07-03,03:00:01,Native Video,341,4,81,38,0,1,0,0,3,8525,00:01:14,https://www.facebook.com/126297030950/posts/10157092636840951,"COVID-19 continues to spread across the world, with more than 10 million confirmed cases in 188 countries. Journalist Lisa Ling returns LIVE with top scientists, medical professionals and world leaders to answer your most pressing questions about the disease including vaccine timing, your mental health, the economy and healthcare disparities in all new episodes of “The Road to a Vaccine.” The groundbreaking series that over 20 million viewers watched returns Tuesday, July 7 at 12pm ET. Watch right here on Facebook as we broadcast LIVE from the 2020 International AIDS Conference."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,824196,843080,2020-07-02 00:00:00 AEST,2020-07-02,00:00:00,Native Video,115,5,20,14,0,0,0,0,1,4095,00:01:21,https://www.facebook.com/126297030950/posts/10157086253595951,"When Valarie Tucker received a diagnosis of atrial fibrillation (AFib) in 2018, she was shocked. Although up to six million Americans struggle with AFib—a type of irregular heart rhythm that occurs when the heart’s upper and lower chambers don’t beat in sync, raising the risk of stroke five-fold, according to the American Heart Association—many people with the condition don’t show symptoms and may go undiagnosed for years. That’s why Johnson & Johnson, in collaboration with Apple, has launched the Heartline™ Study, a first-of-its-kind virtual research study exploring how wearable technology and innovative apps can help detect AFib. Learn more as Tucker shares the importance of studies like this as she reflects on her experience learning she had the condition—and the unexpected positive impact it has had on her life: https://bit.ly/3837Lh7:=:https://www.jnj.com/personal-stories/living-with-afib-one-womans-diagnosis-story"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,824158,843037,2020-07-01 00:00:06 AEST,2020-07-01,00:00:06,Status,49,7,15,4,0,0,1,0,1,0,N/A,https://www.facebook.com/126297030950/posts/10157080573660951,"""The Road to a Vaccine” hosted by journalist Lisa Ling is back LIVE with all new episodes on Tuesday, July 7, and we want to hear from you. Tell us what you want to learn more about in the comments below and we may feature it in Season 2."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,824142,843011,2020-06-30 00:00:11 AEST,2020-06-30,00:00:11,Photo,108,3,13,19,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10157080119830951,"How does the skin microbiome—the ever-changing mix of good and bad bacteria on your skin—work to fend off potential invaders and help manage conditions such as eczema, atopic dermatitis and acne? It’s a relationship that Kimberly Capone, Ph.D., Head of the Microbiome Platform, Johnson & Johnson Consumer Health, set out to explore when she launched a study of 30 mothers and their 31 children 10 years ago. Read more to learn how Capone’s scientific discoveries provide strong evidence of the evolving nature of our skin microbiome—and how she hopes that these findings can help inform products that could support the microbiome from infancy through adulthood: https://bit.ly/37YnBK0:=:https://www.jnj.com/innovation/questions-for-researcher-who-spent-decade-studying-human-skin-microbiome"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,824112,842972,2020-06-28 00:00:10 AEST,2020-06-28,00:00:10,Photo,164,3,20,20,0,0,1,0,1,0,N/A,https://www.facebook.com/126297030950/posts/10157074582205951,"Did you know that Black women are 3-4 times more likely to die during pregnancy and childbirth than white women? On Saturday, June 27 at 2:47pm EST, join Dr. Robyn Jones, Senior Medical Director, Johnson & Johnson, and Emmy-winning journalist Mara Schiavocampo at the 2020 Essence Festival Experience as they discuss the drivers of health inequalities and share tools for how women can advocate for themselves while receiving care in “The Fight for Black Mamas: Eliminating Racial Disparities in Maternal Health.” Tune in for this critical conversation: https://bit.ly/2NtQiFi:=:https://www.essencestudios.com/events/signin/signin?ref=/events//signin?ref=/Essence-Festival-2020"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,824033,842867,2020-06-26 10:08:13 AEST,2020-06-26,10:08:13,Photo,318,10,42,46,0,0,0,0,8,0,N/A,https://www.facebook.com/126297030950/posts/10157070616585951,"At Johnson & Johnson, we believe in the Essence Festival’s mission: to promote the Black community’s well-being. That’s why J&J, Aveeno and Neutrogena are proud to sponsor the 2020 Essence Festival of Culture™: Unstoppable Virtual Experience. This year, the festival has gone digital with 2 back-to-back weekends of music, entertainment, empowerment and culture, streaming June 25-28 and July 2-6. Learn more and register: www.EssenceFestival.com.:=:https://www.meredith.com/"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,823871,842664,2020-06-19 22:30:05 AEST,2020-06-19,22:30:05,Photo,394,38,40,50,0,2,1,0,3,0,N/A,https://www.facebook.com/126297030950/posts/10157053417820951,"“This is a perpetual journey—no company can ever be diverse or inclusive enough.” — Michael Sneed, Executive Vice President, Global Corporate Affairs and Chief Communication Officer, Johnson & Johnson. From the start of his career at J&J in 1983, Sneed has watched the company evolve to be more inclusive and diverse, but he recognizes that there is still work to be done. From helping address the high maternal mortality rate among women of color in the U.S. to working to diversify COVID-19 clinical trial representation, learn more as Sneed reflects on the state of racism and inequality in America and what is needed to help build a more equitable healthcare system—and society: https://bit.ly/2N8nBxl:=:https://www.jnj.com/latest-news/conversation-with-michael-sneed-on-racial-inequity"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,823816,842603,2020-06-19 00:00:08 AEST,2020-06-19,00:00:08,Photo,140,15,28,2,3,0,1,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10157050861635951,"True or False: COVID-19 has currently been detected on all seven continents. Answer: False. According to the CDC, COVID-19 has been detected in Africa, the Americas, Europe, Asia and Australia, but not in Antarctica. Learn more about COVID-19—and what it might take to help fight the pandemic from researchers around the world—in this interactive quiz: https://bit.ly/2YpFGfJ:=:https://www.jnj.com/innovation/covid-19-quiz-how-much-do-you-know-about-coronavirus"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,823737,842516,2020-06-18 02:00:11 AEST,2020-06-18,02:00:11,Link,283,5,30,35,1,0,1,0,17,0,N/A,https://www.facebook.com/126297030950/posts/10157048679670951,"If you could help those most critically ill with COVID-19, would you? For Laura Gador, a Health Economics & Access Manager at Johnson & Johnson Medical GmbH and former general nurse, the answer was yes, when she decided to dust off her scrubs and volunteer at a hospital in Germany. Learn more as Gador reflects on what her life on the front lines has been like—including the challenges, the blessings and how J&J nurtured and encouraged her desire to make a difference."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,823737,842516,2020-06-17 22:30:07 AEST,2020-06-17,22:30:07,Link,293,10,69,82,0,0,1,0,17,0,N/A,https://www.facebook.com/126297030950/posts/10157048309250951,"From inclusive benefits such as assistance with fertility treatments, adoption and surrogacy to our Open&Out Employee Resource Group, which unites over 3,400 LGBTQ+ members around the world to help foster an inclusive work environment, J&J has long worked to support the LGBTQ+ community. This Pride Month, learn more about the employee policies, business practices and public advocacy initiatives that make J&J an ally and leader for the community."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,823585,842349,2020-06-17 00:00:13 AEST,2020-06-17,00:00:13,Link,352,13,86,51,0,0,0,1,17,0,N/A,https://www.facebook.com/126297030950/posts/10157046054560951,✔ A program designed to support the mental health of nurses working around the clock to care for COVID-19 patients. ✔ A $3 million donation to The International Federation of the Red Cross and Red Crescent to help provide on-the-ground medical relief in hot spot countries. These are just two of the many ways a $50 million commitment from Johnson & Johnson is helping make a difference in the fight against COVID-19. Learn more about how J&J is supporting organizations and health workers around the world facing challenges while battling the virus.
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,834699,851476,2020-06-11 23:50:11 AEST,2020-06-11,23:50:11,Photo,1418,172,987,293,5,6,1,6,65,0,N/A,https://www.facebook.com/126297030950/posts/10157032857445951,"JUST IN: Johnson & Johnson announces that it has accelerated the initiation of the Phase 1/2a first-in-human clinical trial of its COVID-19 lead vaccine candidate. Initially scheduled to begin in September, the Company will now begin trials in the second half of July. Learn more about this milestone announcement and how J&J is making significant investments to increase manufacturing capacity around the world to ensure global access: https://bit.ly/37jyo0Z:=:https://www.jnj.com/johnson-johnson-announces-acceleration-of-its-covid-19-vaccine-candidate-phase-1-2a-clinical-trial-to-begin-in-second-half-of-july"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,823102,841822,2020-06-10 23:37:49 AEST,2020-06-10,23:37:49,Photo,283,16,35,40,0,0,0,0,10,0,N/A,https://www.facebook.com/126297030950/posts/10157030431685951,"Johnson & Johnson stands with Black academics and scientists calling for an end to racism in STEM2D fields. J&J will dedicate today, and every day, to identifying and implementing actions to address racism and support Black children, students and professionals interested in STEM2D fields. Learn more: https://bit.ly/2BMQrB2:=:https://www.shutdownstem.com/"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,823037,841750,2020-06-09 07:19:42 AEST,2020-06-09,07:19:42,Native Video,122,23,18,1,0,4,0,0,1,7059,00:01:43,https://www.facebook.com/126297030950/posts/10157026414285951,"""In many ways, blacks in America are experiencing a double pandemic with the disease of racism.” —Cato T. Laurencin, M.D., Ph.D., University Professor and CEO of the Connecticut Convergence Institute at the University of Connecticut. Watch to learn more as Dr. Laurencin shares why racism is a public health crisis and discusses the impact of added stress spurred by recent events in the midst of the COVID-19 pandemic."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822734,829874,2020-06-03 04:40:10 AEST,2020-06-03,04:40:10,Photo,1131,146,693,375,1,2,1,1,87,0,N/A,https://www.facebook.com/126297030950/posts/10157009410585951,"At Johnson & Johnson, we believe the ability to live and thrive in a community where you feel accepted and safe is a basic human right. Racism in any form is unacceptable. Black Lives Matter, and we must do more now. J&J is committing $10 million to fight racism and injustice in America—a pledge that will span the next three years. Please read the message that Alex Gorsky, Chairman and Chief Executive Officer, Johnson & Johnson, sent to our employees globally to learn more about how we’re taking action: https://bit.ly/2AvSRn1:=:https://www.jnj.com/latest-news/a-message-from-johnson-johnson-ceo-alex-gorsky-about-recent-events-in-the-united-states"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822734,829874,2020-06-03 01:48:12 AEST,2020-06-03,01:48:12,Live Video Complete,1393,1091,313,165,28,167,31,79,15,1118610,01:03:14,https://www.facebook.com/126297030950/posts/696743627788647,"Virologist Peter Piot, M.D., Ph.D., talks with Johnson & Johnson’s Dr. Paul Stoffels, M.D., about what it was like to personally battle COVID-19. World-renowned expert Cato Laurencin, M.D., Ph.D., discusses why racism is a public health crisis. Plus, other COVID-19 news."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822703,829834,2020-06-01 23:15:51 AEST,2020-06-01,23:15:51,Live Video Scheduled,111,5,15,10,0,0,1,0,1,0,N/A,https://www.facebook.com/126297030950/posts/10157006085755951,"In the season one finale, watch as virologist Peter Piot, M.D., Ph.D., talks with Paul Stoffels, M.D., about what it was like to personally battle COVID-19. Plus, experts discuss efforts to protect children, refugees and other at-risk populations around the world from the coronavirus."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822660,829777,2020-06-01 00:00:01 AEST,2020-06-01,00:00:01,Native Video,159,7,34,11,1,1,0,0,1,4135,00:02:29,https://www.facebook.com/126297030950/posts/10156999034310951,"From a conversation with Former FDA Commissioner Dr. Mark McClellan on what reopening could look like to an update on COVID-19 vaccine trials from Dr. Paul Stoffels, Vice Chairman of the Executive Committee and Chief Scientific Officer, Johnson & Johnson, episode 7 of “The Road to a Vaccine” shared the latest news on how the scientific community is working at record speeds to overcome this pandemic. Watch to learn more before episode 8 of “The Road to a Vaccine” airs LIVE on Tuesday, June 2, at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822632,829740,2020-05-31 00:00:01 AEST,2020-05-31,00:00:01,Native Video,89,1,10,9,0,1,0,0,1,2608,00:00:21,https://www.facebook.com/126297030950/posts/10156998993515951,"In the season 1 finale of “The Road to a Vaccine,” two world-renowned virus hunters will come together for a groundbreaking interview—Peter Piot, Director, London School of Hygiene & Tropical Medicine, who recently beat COVID-19, and Dr. Paul Stoffels, Vice Chairman of the Executive Committee and Chief Scientific Officer, Johnson & Johnson. Plus, host Lisa Ling reflects on the key learnings and milestones made in the quest toward a COVID-19 vaccine. Don’t miss the exciting conclusion of “The Road to a Vaccine” season 1, airing LIVE on Tuesday, June 2 at 12 PM EDT, right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822579,829673,2020-05-30 03:27:34 AEST,2020-05-30,03:27:34,Native Video,190,4,29,22,0,0,0,1,3,4918,00:01:37,https://www.facebook.com/126297030950/posts/10156998268395951,"To help tackle some of the biggest challenges nurses are facing on the frontlines of COVID-19 today, nearly 500 healthcare professionals, engineers, tech enthusiasts and others from around the world joined the NurseHack4Health, hosted by Johnson & Johnson and others, to innovate real-time solutions that address patient care challenges driven by the global pandemic. As National Nurses Month comes to a close, learn more from Lynda Benton, Senior Director, Corporate Equity, J&J, about the hackathon and how it helped empower nurses to lead the next wave of healthcare innovation: https://bit.ly/3dfKg6x:=:https://www.linkedin.com/pulse/nursehack4health-powering-up-nurse-led-innovation-help-lynda-benton/?trackingId=Yz9WFvAcF22DD5BcyfXpMg%3D%3D"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822579,829673,2020-05-30 02:00:01 AEST,2020-05-30,02:00:01,Native Video,97,1,13,8,0,1,0,0,1,2194,00:01:47,https://www.facebook.com/126297030950/posts/10156995571140951,"Each week on “The Road to a Vaccine,” host Lisa Ling highlights an extraordinary way the global community is giving back to those impacted by COVID-19. Watch to meet an inspiring Miami artist who used her creativity to create a one-of-a-kind tribute to the heroic healthcare workers on the frontlines. “The Road to a Vaccine” airs LIVE Tuesdays at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822579,829673,2020-05-29 23:10:55 AEST,2020-05-29,23:10:55,Native Video,70,0,10,6,0,1,0,0,1,2219,00:01:23,https://www.facebook.com/126297030950/posts/10156997648195951,"Dr. Jonathan Quick, Managing Director, Pandemics, The Rockefeller Foundation, shares what we have learned from COVID-19 and how we can use that to better prepare for future outbreaks. Watch to learn more as Dr. Quick speaks to “The Road to a Vaccine” host Lisa Ling about innovations in testing and what you need to know about pandemic literacy. “The Road to a Vaccine” airs LIVE Tuesdays at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822516,829597,2020-05-29 05:02:03 AEST,2020-05-29,05:02:03,Native Video,151,6,33,7,1,0,1,1,2,4528,00:01:21,https://www.facebook.com/126297030950/posts/10156995755920951,"“COVID-19 is a real public health threat unlike any that we've faced in a long time—a century or more.”—Mark McClellan, M.D., Ph.D., Former FDA Commissioner. Learn more as Dr. McClellan shares his expert opinion on what makes COVID-19 more dangerous than a typical flu, and why your actions have an impact on those around you. Tune in to watch “The Road to a Vaccine” LIVE Tuesdays at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822516,829597,2020-05-29 02:18:57 AEST,2020-05-29,02:18:57,Native Video,277,5,126,25,0,0,0,0,2,9555,00:01:21,https://www.facebook.com/126297030950/posts/10156995364145951,"Once a successful COVID-19 vaccine comes out of trials, what happens next? Dr. Paul Stoffels, Vice Chairman of the Executive Committee and Chief Scientific Officer, Johnson & Johnson, shares the steps that will need to be taken with “The Road to a Vaccine” host Lisa Ling."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822444,829504,2020-05-28 00:00:01 AEST,2020-05-28,00:00:01,Link,231,5,47,45,0,1,2,0,12,0,N/A,https://www.facebook.com/126297030950/posts/10156990757595951,"""My hope is that this global pandemic brings people together, because that is how we’ll get through this."" — Dr. Ed Kuffner, Chief Medical Officer, Consumer, Johnson & Johnson. When Dr. Kuffner decided to return to Coney Island Hospital in Brooklyn, New York to help treat patients at the peak of the outbreak, he didn’t realize the impact it would have on him. In honor of Mental Health Month, Dr. Kuffner—who used the J&J COVID-19 Medical Personnel Leave Policy, which enables medically trained employees to donate their time and expertise on the frontlines—shares what this experience taught him about resilience and finding hope during a challenging time."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,834699,851476,2020-05-27 01:51:14 AEST,2020-05-27,01:51:14,Live Video Complete,1158,1328,281,99,20,162,13,115,16,310180,00:56:58,https://www.facebook.com/126297030950/posts/631599814093687,"Lisa Ling speaks with Johnson & Johnson’s Dr. Paul Stoffels, former FDA Commissioner Dr. Mark McClellan and global health leader Dr. Jonathan Quick about where we stand in the fight against the novel coronavirus, how reopening is going around the world and other COVID-19 news."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822328,829077,2020-05-26 03:48:41 AEST,2020-05-26,03:48:41,Live Video Scheduled,97,2,19,6,0,0,1,2,1,0,N/A,https://www.facebook.com/126297030950/posts/10156987698150951,"Lisa Ling speaks with Johnson & Johnson’s Dr. Paul Stoffels, former FDA Commissioner Dr. Mark McClellan and global health leader Dr. Jonathan Quick about where we stand in the fight against the novel coronavirus, how reopening is going around the world and other COVID-19 news."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822328,829077,2020-05-26 00:00:00 AEST,2020-05-26,00:00:00,Native Video,146,15,24,8,0,0,0,2,1,4548,00:00:24,https://www.facebook.com/126297030950/posts/10156979292630951,"Tomorrow, Tuesday, May 26, join Dr. Paul Stoffels, Vice Chairman of the Executive Committee and Chief Scientific Officer, Johnson & Johnson, as he sits down with “The Road to a Vaccine” host Lisa Ling to discuss the latest updates in the global quest to develop a COVID-19 vaccine. Plus, leading scientific experts share insight into what a “new normal” could look like and how global communities can be prepared for future pandemics. Watch “The Road to a Vaccine” LIVE, Tuesday, May 26, at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822304,829045,2020-05-25 02:00:07 AEST,2020-05-25,02:00:07,Photo,272,5,33,30,1,0,1,0,5,0,N/A,https://www.facebook.com/126297030950/posts/10156984701135951,"Michael Sneed, Executive Vice President, Global Corporate Affairs and Chief Communication Officer, Johnson & Johnson, discusses how “The Road to a Vaccine” is a major leap forward in our commitment to public engagement and education. Learn more about the series and how it is providing an unprecedented look into the ways that the global scientific community is working to safely and effectively introduce a COVID-19 vaccine: https://bit.ly/3cmlQaU:=:https://www.linkedin.com/pulse/sharing-our-road-vaccine-michael-sneed"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822265,829001,2020-05-24 03:00:08 AEST,2020-05-24,03:00:08,Photo,133,0,21,11,0,0,0,1,1,0,N/A,https://www.facebook.com/126297030950/posts/10156982059620951,"In episode 7 of “The Road to a Vaccine,” Dr. Paul Stoffels, Vice Chairman of the Executive Committee and Chief Scientific Officer, Johnson & Johnson, returns to the show and joins host Lisa Ling to share live updates from the scientific community on how they are coordinating efforts around the globe to develop a COVID-19 vaccine. Tune in right here on Facebook on Tuesday, May 26, at 12 PM EDT to watch “The Road to a Vaccine” LIVE."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822265,829001,2020-05-24 00:01:38 AEST,2020-05-24,00:01:38,Native Video,99,1,15,11,0,0,0,2,0,4968,00:01:14,https://www.facebook.com/126297030950/posts/10156981619880951,"From HIV to Ebola, companies like UPS have worked to ensure that critical medicines can reach people who need them most all over the world. Watch to learn how UPS is preparing to distribute a potential COVID-19 vaccine from Laura Lane, President, Global Public Affairs, UPS, as she speaks to “The Road to a Vaccine” host Lisa Ling. “The Road to a Vaccine” airs LIVE every Tuesday at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822232,828956,2020-05-23 02:02:04 AEST,2020-05-23,02:02:04,Native Video,136,4,21,12,1,1,0,0,0,4750,00:01:34,https://www.facebook.com/126297030950/posts/10156979234680951,"""Everything about this pandemic is unprecedented.” — Jane Halton, Chair, Coalition for Epidemic Preparedness Innovations (CEPI). Watch to learn how companies like CEPI are investing in the complex process of developing a COVID-19 vaccine, while in parallel working to ensure that efficacy and safety remain a top priority. Tune in to “The Road to a Vaccine” LIVE every Tuesday at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822232,828956,2020-05-23 00:00:14 AEST,2020-05-23,00:00:14,Link,368,10,28,69,0,0,0,0,18,0,N/A,https://www.facebook.com/126297030950/posts/10156978957255951,"“The incredible response just reinforces for me that my colleagues at Johnson & Johnson are part of the fabric of my life.”—Melissa Surdez, Head, Global Experience, Johnson & Johnson Human Resources. When Surdez received an urgent call from her sister—a physician battling on the front lines of COVID-19—she immediately reached out to hundreds of J&J employees across the globe for their help. Read more about Surdez’s inspiring story, and how she helped mobilize her colleagues to help produce over 1,000 cloth masks to preserve medical-grade masks for where they are needed most."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822182,828886,2020-05-22 04:50:37 AEST,2020-05-22,04:50:37,Native Video,109,1,15,12,0,0,0,0,2,2896,00:01:01,https://www.facebook.com/126297030950/posts/10156976857720951,"According to Seema Kumar, Vice President, Innovation, Global Health and Science Policy Communication, Johnson & Johnson, demystifying the science behind COVID-19 vaccine development is imperative during this pandemic. Watch to learn as Kumar speaks to “The Road to a Vaccine” host Lisa Ling about the ways that scientists can work to achieve this goal. “The Road to a Vaccine” airs LIVE every Tuesday at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822182,828886,2020-05-21 21:58:26 AEST,2020-05-21,21:58:26,Native Video,182,4,33,8,0,0,0,0,1,4962,00:01:19,https://www.facebook.com/126297030950/posts/10156975990820951,"Have you ever wondered how a vaccine is transported throughout the world to reach patients safely? Watch as Remo Colarusso, Vice President, Janssen Supply Chain, Johnson & Johnson, explains the complex process of “cold chain” distribution to “The Road to a Vaccine” host Lisa Ling. “The Road to a Vaccine” airs LIVE every Tuesday at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,834699,851476,2020-05-20 01:50:08 AEST,2020-05-20,01:50:08,Live Video Complete,1495,1405,386,147,36,63,22,363,14,752994,01:02:00,https://www.facebook.com/126297030950/posts/574347869880349,"Watch as Lisa Ling speaks with the Chair of the Coalition for Epidemic Preparedness Innovations (CEPI), a Janssen supply chain expert, and the head of Global Public Affairs at UPS about what it will take to get a vaccine to the people who need it. Plus, a young Nigerian activist on her outreach efforts."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,822009,828159,2020-05-20 01:09:37 AEST,2020-05-20,01:09:37,Native Video,106,3,13,4,0,0,0,2,0,2338,00:00:15,https://www.facebook.com/126297030950/posts/10156970879165951,"In episode 6 of “The Road to a Vaccine,” host Lisa Ling will share the latest breaking updates from the global scientific community on progress toward a COVID-19 vaccine. Plus, Ling will sit down with leading scientific experts including Jane Halton, Chair, Coalition for Epidemic Preparedness Innovations, to dive deeper into what it will take to distribute a COVID-19 vaccine globally. Tune in LIVE for this meaningful discussion today, May 19, at 12 PM EDT right here on Facebook."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,821954,828088,2020-05-19 01:02:21 AEST,2020-05-19,01:02:21,Live Video Scheduled,104,4,18,10,0,0,0,0,4,0,N/A,https://www.facebook.com/126297030950/posts/10156967980130951,"Watch as Lisa Ling speaks with the Chair of the Coalition for Epidemic Preparedness Innovations (CEPI), a Janssen supply chain expert, and the head of Global Public Affairs at UPS about what it will take to get a vaccine to the people who need it. Plus, a young Nigerian activist on her outreach efforts."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,821954,828088,2020-05-19 00:00:08 AEST,2020-05-19,00:00:08,Link,233,5,53,32,1,2,1,0,2,0,N/A,https://www.facebook.com/126297030950/posts/10156967814145951,"“The thing that makes drug development a years-long process is that you have to demonstrate it is safe to be used in patients. With these compounds, we already know they're safe.” — Sandra De Meyer, Senior Director and Head of Clinical Microbiology and Immunology, The Janssen Pharmaceutical Companies of Johnson & Johnson, who is working to screen a library of thousands of existing drug compounds in an effort to expedite the search for potential COVID-19 treatment. Learn more about her unique job as a molecular investigator—and how scientists like De Meyer are working around the clock to impact the trajectory of the current pandemic."
